,index,company,date,link,location,sallary,summary,title,text
33,3,"

        Deloitte",13 days ago,https://www.indeed.com/rc/clk?jk=de6ce31d3f9c04ac&fccid=9e215d88a6b33622&vjs=3,"Reston, VA 20190",,"
            Understanding of virtual currencies, including but not limited to bitcoin, ethereum, dash, and monero. Are you an analytical, problem solver with a passion for...","
Cyber Financial Analyst with TS clearance
","Are you an analytical, problem solver with a passion for investigating complex business issues? Are you interested in working with a dynamic team that uses market leading technology to identify emerging threats and minimize risk within their client’s environment? If so, Deloitte could be the place for you! If you are seeking a role that offers you the opportunity to advise Federal clients through critical issues, while allowing you to develop personally and professionally, consider a career in Deloitte Advisory’s Forensics and Investigations practice.

As a Senior Consultant within our practice you will:
• Perform project tasks independently, and may direct the efforts of others
• Participate in and/or lead the development of deliverable content that meets the needs of the client and contract
• Anticipate client needs and formulate solutions to client issues
• Contribute to new business proposals and proposal development
• Manage own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experience

Transparency, innovation, collaboration, sustainability: these are the hallmark issues shaping Federal government initiatives today. Deloitte’s Government and Public Services (""GPS"") practice is passionate about making an impact with lasting change. Carrying out missions in the GPS practice requires fresh thinking and a creative approach. We collaborate with teams from across our organization in order to bring the full breadth of Deloitte, its commercial and public sector expertise, to best support our clients. Our aspiration is to be the premier integrated solutions provider in helping to transform the Federal marketplace.

Our Forensic and Investigations practice provides investigative expertise to analyze events, people, entities and financial data in order to extract relevant insights for our GPS clients’ mission-critical needs.
• Bachelor's degree in Accounting, Business, Finance or other Business-related field
• Experience gathering and analyzing large sets of transaction data and open source intelligence
• Demonstrated ability to write clearly, succinctly, and in a manner that appeals to a wide audience
• Proficiency in word processing, spreadsheet, and presentation creation tools, as well as Internet research tools
• Understanding of virtual currencies, including but not limited to bitcoin, ethereum, dash, and monero
• Ability to reconcile disparate datasets and develop clear, concise narratives of analyses and patterns observed
• Understanding of Know Your Customer (KYC) programs and datasets

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.



Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals."
34,4,"

        Wake Technical Community College",9 days ago,https://www.indeed.com/rc/clk?jk=c1c0967d6394902d&fccid=b6b9c47b1c787d54&vjs=3,"Raleigh, NC 27603",,"
            Blockchain Development with Ethereum, Vue.js, Node.js, Java, PHP, R, Python, Artificial Intelligence, HTML, CSS, JavaScript, C#, .NET, ASP.NET, Angular, Front...","
Instructor, Web, Mobile, App Development (Part-Time Temp)
","Wake Technical Community College is seeking to expand the pool of part-time faculty to teach one or more Web, Mobile, App Development courses in Non-Credit Computer Education for Workforce Continuing Education. Adjunct faculty positions provide quality, effective instruction in assigned courses on a part-time, temporary basis. Teaching sites may vary, depending on the Wake Tech campus location and/or community sites according to the class schedule.

 

 Available courses to teach include but are not limited to: Blockchain Development with Ethereum, Vue.js, Node.js, Java, PHP, R, Python, Artificial Intelligence, HTML, CSS, JavaScript, C#, .NET, ASP.NET, Angular, Front-End Development with React, Jupyter, Swift, and Machine Learning."
35,5,"

        Baker & Hostetler LLP",13 days ago,https://www.indeed.com/company/Baker-&-Hostetler-LLP/jobs/Senior-Blockchain-Developer-6fb3083576947fc1?fccid=2d390af1fdeddc5a&vjs=3,"Cleveland, OH 44114 (Downtown area)",,"
            Enterprise Ethereum Alliance connects Fortune 500 enterprises, startups, academics, and technology vendors with Ethereum subject matter experts....","
Senior Blockchain Developer
","BakerHostetler is recognized as one of the leading law firms in the country. With nearly 950 attorneys located in 14 offices from coast to coast, BakerHostetler is a great place to work for those who seek professional and personal growth in a collaborative environment. We deliver the highest quality counsel to our clients, who include many of the nation’s largest and most well-known companies. BakerHostetler’s values have remained unchanged since our founding more than 100 years ago: dedication to the law, commitment to the highest standard of client service, continuous development of our people and active participation in the communities in which we work and live.

BakerHostetler is also a Founding Steward of the Sovrin Foundation. Sovrin is a global, decentralized identity network that allows people and organizations to create portable, self-sovereign digital identities, which they control, and cannot be taken away by any government or organization. Additionally, we are members of the Enterprise Ethereum Alliance Legal Working Group and the Accord project, of which we chair the IP Working Group. Enterprise Ethereum Alliance connects Fortune 500 enterprises, startups, academics, and technology vendors with Ethereum subject matter experts.

Our Firmwide Practice Services department has an opportunity for a Senior Blockchain Developer on the Firm’s national R&D group – a lean, agile team of diverse, collaborative professionals dedicated to developing innovative technologies and processes to help the Firm better serve its clients and create a competitive advantage.
• Design and build blockchain or distributed ledger infrastructures and business applications.
• Evaluate existing and emerging solutions or systems in the blockchain/distributed ledger community and provide recommendations about the technical direction of development.
• Work closely with the R&D group and leadership to identify risks and opportunities.
• Implement rigorous and thorough testing practices to ensure security and performance.
• Collaborate with business partners, analysts, project managers, and other professionals using an agile development methodology.
• Other duties may be assigned.
• Bachelor’s degree and 7+ years of related experience; equivalent combination of education, training and experience may substitute for the education requirement.
• Ability to understand, document and develop technical design at both the application level and the infrastructure level.
• Knowledge of coding languages (e.g. C#, Solidity, JavaScript, Go) and frameworks/systems (e.g. Truffle, AngularJS, Meteor, Git). Solid understanding of code versioning. Knowledge of applied cryptography.
• Experience with databases, TSQL, and REST APIs. Experience with Ethereum, Hyperledger, and/or equivalent. Experience with open source development.
• Proven aptitude to learn new technologies quickly; willingness to engage in or develop new processes.
• An analytical mind and strong critical thinking skills. Ability to effectively communicate complex procedures to other colleagues. Ability to manage and exceed expectations.

BakerHostetler offers a comprehensive and competitive benefit program. Specific information is provided during the interview process.

Please visit www.bakerlaw.com for more information about our Firm.
• Healthcare spending or reimbursement accounts such as HSAs or FSAs
• Workplace perks such as food/coffee and flexible work schedules"
36,6,"
        ATI (abasystech.com)",7 days ago,https://www.indeed.com/company/ATI-(abasystech.com)/jobs/Blockchain-Developer-ea6ee1afaa4b2c8a?fccid=3a0901ef056d4e85&vjs=3,"Frisco, TX",,"
            Experience with Ethereum platform. Worked on technologies like Hyperledger, Ethereum, Web3, eWallet, Digital Ledger etc....","
Blockchain Developer
","ATI is seeking a Blockchain Developer. Join ATI and help transform leading organizations and communities! We are looking for someone with the following skill-set:

- Familiarity or willing to learn IBM Blockchain platform

- Should have a minimum of 1 yr work experience in building Blockchain applications using NodeJs.

- Worked on technologies like Hyperledger, Ethereum, Web3, eWallet, Digital Ledger etc.

- Strong concepts in data structures and Algorithms of Blockchain, Ethereum, Web3, etc.

- Good technical skills in building NodeJs applications.

- Strong experience in MySQL

ATI (abasystech.com), is a spin-off from World Wide Technologies, Inc. (“WWTI”), which was founded in Richardson, Texas in 1987 with a focus on developing emerging technologies within the IT, Telecommunications, and Healthcare industries. WWTI was considered a forefather of the Pre-Internet era in the telecommunications industry. Our first product was a Hayes compatible internal modem with several unique features that were later upgraded to 9600 bps, which was astounding at the time. Later, WWTI became reorganized and began targeting the supplying of computer hardware and software to both government and private sectors as an authorized dealer of HP, Dell, and IBM. WWTI has obtained federal contracts such as the Bureau of Engraving and Printing, Departments of Treasury and Defense, NASA, NATO, Pentagon, Department of Justice, State Department, USPS, and IRS and their 7 sub-agencies. Today ATI continues to have a proven track record of delivering Effective Solutions through Innovative Technologies. ATI's government affiliation includes SBA Certification, NIH Registration, HUB Certification in the State of Texas and being in the Qualified Vendor List with several City Governments. ATI's (Abasys) Better Business Bureau rating is A+ for their customer service and overall business operations. ATI solves their clients' toughest challenges by providing services in IT Consulting, Systems Integration, Product Support, Training, and Staff Augmentation. With expertise across more than 25 industries for over 3 decades and all business functions, ATI delivers transformational outcomes for a new digitally connected world. ATI has extensive experience in Healthcare, Hardware-Software Integration, IoT Monitoring, and Analytic that turn information/raw data into valuable decision-making tools. ATI is a team player with their strategic partners like Microsoft, IBM, Samsung and Amazon to provide value-added services to commercial sectors and government agencies."
37,7,"

        Circle",9 days ago,https://www.indeed.com/rc/clk?jk=6b7163ac35ce3f8f&fccid=4ad12104a44e9eb6&vjs=3,"Boston, MA",,"
            As a Software Engineer on the Core Services team, you will build and own scalable microservices that are responsible for the reliable and safe transfer of value...","
Software Engineer, Core Services
","
• Challenging (and fun!) problems centered around digital currencies & their adoption. Did we mention that Circle recently launched a ""programmable dollar"" called USD Coin (or USDC)
• Collaborating with our Product and Engineering teams to design, develop, test and ship phenomenal customer-facing Circle features
• Writing the infrastructure to deliver great payment experiences, including data sources (SQL or NoSQL), messaging systems and APIs
• Extending Circle's in-house blockchain systems infrastructure to support the tokenization of the world.
• Integrating leading banks & financial technologies with the Core Services platform to allow an ever greater number of Circle customers access to fast, secure & low cost payment channels.
• Experience in the deployment of production-quality, scalable software
• A focus on coding standards and code quality -- a desire to have great test coverage to enable continuous delivery
• Excellent communication skills, able to collaborate with remote teams, share ideas and present concepts effectively
• Self-starter, you enjoy moving at a fast pace, shipping software that improves the user experience and constantly improving your work with little supervision

Circle is a global crypto finance company, built on blockchain technology, powered by crypto assets, and dedicated to helping people and institutions create and share value globally. With our suite of products, we enable our customers to send and receive money around the world easily, as well as invest in and trade crypto assets.As a Software Engineer on the Core Services team, you will build and own scalable microservices that are responsible for the reliable and safe transfer of value & assets across all blockchain protocols (think Bitcoin and Ethereum, for example) as well as traditional banking protocols (think credit cards, bank transfers etc).What you'll work on-------------------What you'll bring to Circle---------------------------Circle was founded in 2013 by internet entrepreneurs Jeremy Allaire and Sean Neville. We're backed by $250 million from investors including Jim Breyer (Facebook), Goldman Sachs, IDG Capital (Baidu, Tencent), General Catalyst (AirBnB, Snapchat), Accel Partners, and Bitmain, with offices in Boston, New York, San Francisco, Dublin, London and Hong Kong.Circle Pay enables customers to send and receive money, across borders and currencies. Circle Invest empowers consumers to buy and sell crypto assets. Circle Trade is one of the world's top market makers for major crypto coins and offers OTC trading services for institutions and high net worth individuals. Additionally, in 2018 Circle acquired Poloniex and signed an agreement to acquire SeedInvest, both of which enable us to expand our offerings even further. Poloniex is one of the world's leading token marketplaces. SeedInvest is the largest equity crowdfunding platform in the United States, as well as a licensed broker-dealer.Check us out at circle.com ( http://circle.com/ ) and download Circle Pay & Circle Invest for iOS and Android today.We are an equal opportunity employer and value diversity at Circle. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
38,8,"
        Filament",13 days ago,https://www.indeed.com/company/Filament/jobs/Technical-Solution-Consultant-73b7201120476833?fccid=e1c0a2444d467417&vjs=3,"Denver, CO",,"
            Filament (www.filament.com) builds blockchain hardware and software solutions for the enterprise and Industrial Internet of Things (IIoT), allowing companies...","
Technical Solutions Consultant
","Filament (www.filament.com) builds blockchain hardware and software solutions for the enterprise and Industrial Internet of Things (IIoT), allowing companies to securely connect devices and machines that interact and transact value independent of a central authority.

We are growing rapidly and looking for a Technical Solutions Consultant.

A creative, technical “painter” with a blank sheet of paper helping clients technically understand the art of the possible within the intersection of Blockchain and Industrial IoT. Responsible for supporting our sales and professional services teams by doing technical demonstrations and building solutions. Will routinely be needed to support technical requests from customers and potential customers, build proof of concepts, and deliver technical demonstrations. You will work under our Senior Solutions Consultants to work directly with clients to build solutions Senior consultants’ scope.
• Recent up to date hands on programming experience
• A Bachelor’s degree, preferably in IT or computer science, advance degree desirable.
• Minimum 5 years professional services and/or technical consulting experience in client facing roles where 4+ years of experience is in a technical role, with at least 1 year in a customer facing role.
• Hands on programming experience – JavaScript and SQL are ideal.
• Previous experience in a software development (personal projects are OK if they can be demonstrated)
• Implementation experience with an emphasis on technical integrations working with enterprise wide deployments.
• A proven track record of understanding the requirements of technical delivery and owning the execution of the implementation.
• Must be able to manage multiple projects utilizing strong planning and organizational skills.
• Strong written and verbal skills, particularly in conveying technical concepts in a way that is easy for clients and non-technical partners to understand.
• Proven ability to work with, connect to, and influence people internally and externally.
• Communicate effectively in one-on-one, small and large groups, and/or among diverse styles and position levels.
• Be responsive and follow through. Do what you say you will do.
• Collaborate and build partnerships with others to meet shared objectives.
• Have a growth mindset and actively learn through experimentation. Embrace challenge and learn from failures.
• An opportunity to be part of an exciting, innovative blockchain company."
39,9,"

        Consensys",10 days ago,https://www.indeed.com/rc/clk?jk=28eec960c20b180b&fccid=c3c98aa2beea188e&vjs=3,"San Francisco, CA",,"
Ethereum itself is still a toddler. We're seeking a Senior Full Stack Engineer who is a self-starter and quick learner with an interest in Ethereum and...","
Senior Full Stack Engineer
","
• Extensive experience with modern Javascript (ES6/TypeScript/etc.), both on the front-end and back-end.
• Experience with at least 2 other web-based programming languages.
• Proven track record developing large-scale applications across the entire stack which minimize tech debt through testing, linting, and adherence to coding/web standards.
• Demonstrated passion for and knowledge of blockchain technologies.
• Enjoys finding new technologies and processes that make life easier.
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.ConsenSys Enterprise combines expert business knowledge and leading agile processes to offer distinctive support for enterprise IT enablement. You will be joining a team of leading blockchain and enterprise experts to deliver solutions for Fortune 500 level organizations. Our Enterprise customers are some of the largest companies and financial institutions in the world and you will need to structure complex trainings and programs. We are the driving force behind two major industry consortia, the Enterprise Ethereum Alliance and Accounting Blockchain Coalition, and contribute significantly to the governance and operations of both.We're seeking a Senior Full Stack Engineer who is a self-starter and quick learner with an interest in Ethereum and blockchain technologies. If you have worked with large code bases while minimizing technical debt, have strong knowledge of modern Javascript, and care about crafting elegant, well-tested code, we want to talk to you!Here are some of the perks of being part of a unique organization like ConsenSys:Click here ( http://bit.ly/2J0PwfB ) for the latest updates from ConsenSys.ConsenSys is an equal opportunity employer. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law."
40,0,"

        Gemini",12 days ago,https://www.indeed.com/rc/clk?jk=cca043e05a603005&fccid=0da76a4c8a948e27&vjs=3,"New York, NY 10011 (Chelsea area)",,"
            We built the Gemini platform so customers can buy, sell, and store digital assets (e.g., Bitcoin, Ethereum, and Zcash) in a regulated, secure, and compliant...","
Senior Data Engineer
","
• Lead and participate in design discussions and meetings
• Design, automate, build, and launch scalable, efficient and reliable data pipelines into production
• Design, build and enhance dimensional models for Data Warehouse and BI solutions
• Research new tools and technologies to improve existing processes
• Develop new systems and tools to enable the teams to consume and understand data more intuitively
• Partner with engineers, project managers, and analysts to deliver insights to the business
• Perform root cause analysis and resolve production and data issues
• Experience with one or more MPP databases(Redshift, Bigquery, Snowflake, etc)
• Experience with one or more ETL tools(Informatica, Pentaho, SSIS, Alooma, etc)
• Experienced in working collaboratively across different teams and departments
• Knowledge and experience of financial markets, banking or exchanges
• Ownership in the company via profit sharing units

Help us Build the Future of MoneyGemini Trust Company, LLC (Gemini) is a licensed digital asset exchange and custodian. We built the Gemini platform so customers can buy, sell, and store digital assets (e.g., Bitcoin, Ethereum, and Zcash) in a regulated, secure, and compliant manner.Digital assets and blockchain technology have the power to transform the world for good. This truth, along with our core values, form the bedrock of our company and culture. At Gemini, no job is too small and no project too big as we endeavor to build the future of money. We are a mission-driven, team-based, inclusive, and determined community of thought leaders who invest in each other and the long game. Join us in our mission!DATA ENGINEERINGSENIOR DATA ENGINEERAs a member of our data engineering team, you'll shape the way we approach data at Gemini by using your engineering, analytical and communication skills to work with teams across the business. You know how to ask the right questions and are passionate about using data to support and drive informed business decisions. You are ready to roll up your sleeves and are excited to take on challenging opportunities and projects. You'll mentor data engineers and analysts and guide our internal teams to use data to improve the product and achieve KPIs. Communicating your insights with leaders across the organization is paramount to success.It Pays to Work HereWe take a holistic approach to compensation at Gemini, which includes:Gemini is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know."
41,1,"
        AC Lion (2)",7 days ago,https://www.indeed.com/rc/clk?jk=e4d5b8a879033c7d&fccid=80567922b6e76cbb&vjs=3,"Brooklyn, NY",,"
            This effort is a joint venture with ConsenSys, a global formation of technologists building critical infrastructure and applications for the Ethereum ecosystem....","
Content Strategist (Blockchain / Crypto)
","Marketing content and community pros with a background in the fintech space: our client wants to meet you right away.



This client is working with world-class advisors to build a blockchain technology solution that brings local assets online to form a new, global system of tokenization and trade that allows for direct trading among buyers and sellers. This effort is a joint venture with ConsenSys, a global formation of technologists building critical infrastructure and applications for the Ethereum ecosystem.



This well-funded and growing startup is seeking a Content Strategist to join the marketing team in Brooklyn, NY. As an early addition to the team, you will have the opportunity to help shape not only the contours of your own high-impact high-visibility role, but the marketing vision overall.



The ideal candidate has a proven track record of success in dynamic, fast-paced environments and industries. Deep experience is good, but talent and drive are what matter most in this shop.

Assist with developing global omni-channel (e.g., Search, Facebook, Reddit) marketing strategies that effectively navigate platform and region-specific regulation around blockchain marketing



Write and publish high-quality content (e.g., blog posts, press releases, newsletters) that align with a cohesive, effective content strategy for maximum brand reach



Collaborate with internal product team and supporting agencies to develop creative and effective media plans, as well as key content pieces



Plan and manage high-impact community efforts such as meetups, hackathons, and conferences for maximizing visibility and engagement of brand

Strong attention to detail, with a proven ability to navigate through challenges and adapt to a rapidly changing blockchain ecosystem



Ability to think holistically about content and storytelling, from developing multiple angles for a single topic to executing across multiple formats



Previous experience with MailChimp, Medium and social media community management is a strong plus"
42,2,"
        AC Lion (2)",7 days ago,https://www.indeed.com/rc/clk?jk=5267c519192a5aba&fccid=80567922b6e76cbb&vjs=3,"Brooklyn, NY",,"
            Enthusiastic about Ethereum and blockchain technology; This effort is a joint venture with ConsenSys, a global formation of technologists building critical...","
Technical Project Manager (Blockchain / Crypto)
","Tech project management pros with experience in the fintech space: our client wants to meet you right away.



This client is working with world-class advisors to build a blockchain technology solution that brings local assets online, forming a new, global system of tokenization and trade that allows for direct trading among buyers and sellers. This effort is a joint venture with ConsenSys, a global formation of technologists building critical infrastructure and applications for the Ethereum ecosystem.



This well-funded and growing startup is seeking a Technical Project Manager to join the team in Brooklyn, NY. As an early addition to the team, you will have the opportunity to help shape not only the contours of your own high-impact high-visibility role, but the company vision overall.



In this role, you will close deal workflows and produce final, tangible results. You will pull together project requirements from external parties, regulatory considerations and internal stakeholders, and collaborate with cross-functional teams to prioritize and execute.

Lead a cross-functional team of engineers and structured finance experts, setting focus, strategy and priorities for the team’s work to maximize influence and impact in the organization



Communicate insights and recommendations to key stakeholders at all levels, including project plans, timelines, and requirements



Work closely with stakeholders across the organization to ensure you and the team drive what’s needed to fulfill the company’s short- and long-term goals

2+ years’ experience in a leadership position working with and managing multiple stakeholders, both technical and non-technical, to complete projects on schedule; technical knowledge and skills to work with and coach engineering team members



Proven track record of developing and managing world-class software products, preferably using agile development methodologies, including 3+ years of experience in software delivery and experience as a product or project manager



BA/BS in Computer Science, Electrical Engineering, Mathematics, Statistics, or a related technical field, or equivalent practical experience preferred



Interdisciplinary thinker, skilled at blending different perspectives in pursuit of a mission and tackling ambiguous challenges



Self-starter and high achiever; entrepreneurial and driven, but also a gifted diplomat who can influence cross-functional teams without wielding formal authority; proven ability to influence decision making at all levels within an organization, and in a variety of contexts



Enthusiastic about Ethereum and blockchain technology; prior experience in blockchain is a plus"
43,3,"
        Object Frontier, Inc.",7 days ago,https://www.indeed.com/rc/clk?jk=aaa3466e982bb98a&fccid=c98fdfc7df69c917&vjs=3,"Alpharetta, GA 30005",,"
            Experience with at least one blockchain technology such as Hyperledger, Ethereum, Corda etc…. At Object Frontier, Inc....","
Java Technical Architect
","At Object Frontier, Inc. we employ emerging digital technology advancements in innovative ways to help our clients drive revenue. Our clients trust us to deliver innovative products that lead to digital transformation. We have earned the trust of both large and small firms since 1997. We build software. And trust. 

 

 For the 3rd year in a row, Object Frontier has been named to Inc. Magazine’s list of the 5000 fastest growing companies in America. Due to this impressive growth, we are seeking a Java Technical Architect, contract or direct hire, to add to our team at our Alpharetta headquarters.

We offer a dynamic, team-oriented environment for consultative, results-focused professionals. This key member of the TIEO team will report to the Technical Architect Manager and is expected to represent OFS according to the highest professional and ethical standards.
• Should be able to work with Prospects and Customers for requirement understanding and problem statement definition.
• Requires in-depth knowledge of designing and building applications using Service Oriented Architecture.
• Requires strong knowledge of enterprise architecture and design patterns. Experience in using UML and Modelling tools.
• Well versed in developing APIs and micro-services.
• Should have good exposure to continuously integrated and delivered environment (CI/CD) using tools.
• Complete tasks assigned within Agile Scrum team for a given sprint.
• Experience with at least one blockchain technology such as Hyperledger, Ethereum, Corda etc…
• Experience delivering working prototypes and preferably real world implementations of blockchain technology in a specific, or multiple, industries.
• Hands-on technical programming and development skills in any or multiple of languages such as C++, Java, Node Js, GO, Python.

ObjectFrontier, Inc. is committed to creating and maintaining a diverse workforce. We consider applicants for all positions without regard to age, race, sex (including pregnancy), color, national origin, religion, sexual orientation, status as a qualified individual with a disability, protected veteran, or other status protected by law."
44,4,"
        Rewerdex",20 days ago,https://www.indeed.com/rc/clk?jk=ebda4234e71de591&fccid=4b3823d8498f5a39&vjs=3,"Jersey City, NJ",,"
            Responsibilities: Prepares reports, summaries, or replies to inquiries, selecting relevant information from a variety of sources Process the orders, process...","
Administrative Assistant
","Responsibilities:

 Prepares reports, summaries, or replies to inquiries, selecting relevant information from a variety of sources 



 Process the orders, process payables (incoming money transfers, billing, incoming bitcoin/ethereum transfers) 



 Activation and verification account into the crypto exchange 



 Generate invoices for different crypto currencies like (Ethereum, Bitcoin, Litecoin) cooperate with supervisor 



 Manage exclusive listings and their necessary updates 



 Assist Agents with various inquiries, act as a liaison between agents and other departments 



 Maintain all office records and files (transaction files, agent files, etc.) 



 Verifies and records department staff compliance with the agency’s administrative and financial policies 



 Completes internal and external correspondence, legal documents, form letters and other documents 



 Works cooperatively with all team members to support the achievement of work plan activities 



 Produces information by transcribing, formatting, inputting, editing, retrieving, copying, and transmitting text, data 



 Essential Skills and Abilities:

 Basic knowledge of crypto currencies 



 Excellent project management skills with experience in managing and supervising administrative projects 



 Posses supreme organizational skills 



 Strong command over written and verbal communication 



 Excellent interpersonal and presentation skills 



 Good understanding of the organization's overall business and its objectives 



 Possess good knowledge of planning and strategizing financial and budgeting issues 



 Ability to work within a team and provide support to the Organization Staff 



 Ability to perform in cross functional team approach and job responsibilities 



 Experience with basic financial management skills including developing and monitoring budgets and financial reporting 



 A multi-tasker with strong ability to work under under pressure 



 Ability to prioritize work, meet deadlines and produce quality results on time with attention to detail 



 Proficient in using computers with related knowledge of software programs and Internet 



 Proficient in Microsoft office products is essential (Excel, Word, Outlook)."
45,5,"
        Payments & Cards Network",14 days ago,https://www.indeed.com/rc/clk?jk=bf6453ffdb390d68&fccid=55bf6ffe5c42e816&vjs=3,"San Francisco, CA",,"
            Strong knowledge of Bitcoin, Ethereum (e.g., ERC-20, ERC-721), and other protocols. Our client is the leading infrastructure provider in crypto....","
Product Manager
","Our client is the leading infrastructure provider in crypto. After trading over $3.5 billion in cryptocurrency assets and completing over $750 million in bank-to-bank FX payments, they have an established network of relationships with leading banks, exchanges, and decentralized partners. Using their state of the art API, customers are able to instantly convert fiat to crypto globally in over 50 countries, in 8 different fiat currencies, and 3 cryptocurrencies. We focus on compliance, licensing, regulatory, liquidity and payment processing aspects so our partners can do what they do best, creating amazing tools on the blockchain.

Our client’s APIs have been helping leading brokerage services, exchanges, institutions, banks, and traditional fintech teams (remittance/payroll/savings) looking to add crypto. They power $1B+ of transfers, and maintain a perfect track record for security. If you are obsessed with the ecosystem, and excited to be working with the top tier platforms of the ecosystem, then we will help put you in a position to accomplish the best work that the industry has seen to date.

What you would have done in the last few months
• Jumped on a call with key partners to understand their needs and strategic plans.
• Made tough priority calls and trade-offs balancing available time, talent, and critical business needs.
• Planned product directly with partners that are founders of $1B+ startups in the space.
• Sat down with leadership teams deploying smart contracts that are capturing $1M+ in daily active value.
• Evaluated the flows of our partners looking to optimize conversion funnels for 50k+ new users per month.
• Collaborated with engineering leads to set up your teams for success in executing on the roadmap.
• Had a finger on the pulse of your team and initiatives through regular check-ins.
• Attended a community meetup to learn and support the ecosystem and build relationships with the teams contributing to the ecosystems progression.
• Got your hands dirty with data sources in-house and third party providers to predict the leaks in our offerings, and catch trends before they surface to our partners and their users.
• Met with operational leads to establish and maintain strong communication channels essential for running the overall business.
• Interacted with partners to evangelize our product.
• Built and shipped an internal MVP that you think will be part of this ecosystems future.
• Reviewed and published metrics for your product.
• Read a tweet from a satisfied client about a feature that you put into production.
• Experience as a product manager and in the crypto space.
• Strong knowledge of Bitcoin, Ethereum (e.g., ERC-20, ERC-721), and other protocols.
• Exceptional ability to research, execute, educate, and discuss with partners
• Ability to communicate and align resources across multiple teams.
• Get a true stake in the company
• Health, dental, and vision benefits for you and your family
• Unlimited paid time off to relax and recharge
• Option to take pay in digital currencies"
