,index,company,date,link,location,sallary,summary,title,text
41,8,"

        Circle",9 days ago,https://www.indeed.com/rc/clk?jk=4f114d54c25fdf35&fccid=4ad12104a44e9eb6&vjs=3,"Boston, MA",,"
            Experience running blockchain nodes on networks such as Bitcoin, Ethereum or Monero. Circle is a global crypto finance company, built on blockchain technology,...","
Site Reliability Engineer
","
• Automate configuration of AWS infrastructure using AWS APIs in scripting languages such as Python
• Plan and test disaster recovery scenarios for a highly available microservices architecture
• Extensive experience with Amazon Web Services (AWS), having managed services and applications in a large AWS cross-account environment leveraging IAM and federated SSO
• Configuration management and automation experience with Ansible, Python, and Boto
• Considerable experience with log aggregation systems like Splunk, ELK, etc.
• Experience creating and maintaining monitoring and alerting capabilities using tools like Splunk, Kibana, Datadog, or Kinesis Analytics
• See problems as opportunities to automate!
• Experience with databases such as Postgres, Redshift and MySQL
• Experience running blockchain nodes on networks such as Bitcoin, Ethereum or Monero
• Security background and experience with IDS/IPS and DDOS mitigation

Circle is a global crypto finance company, built on blockchain technology, powered by crypto assets, and dedicated to helping people and institutions create and share value globally. With our suite of products, we enable our customers to send and receive money around the world easily, as well as invest in and trade crypto assets.As a Site Reliability Engineer at Circle, you'll build out AWS managed services to meet growing worldwide customer base across multiple AWS regions. You'll get the opportunity to develop your skills, collaborate across Circle teams and continue to learn in a fun, collaborative, iterative, and rapidly changing environment.Circle was founded in 2013 by internet entrepreneurs Jeremy Allaire and Sean Neville. We're backed by $250 million from investors including Jim Breyer (Facebook), Goldman Sachs, IDG Capital (Baidu, Tencent), General Catalyst (AirBnB, Snapchat), Accel Partners, and Bitmain, with offices in Boston, New York, San Francisco, Dublin, London and Hong Kong.Circle Pay enables customers to send and receive money, across borders and currencies. Circle Invest empowers consumers to buy and sell crypto assets. Circle Trade is one of the world's top market makers for major crypto coins and offers OTC trading services for institutions and high net worth individuals. Additionally, in 2018 Circle acquired Poloniex and signed an agreement to acquire SeedInvest, both of which enable us to expand our offerings even further. Poloniex is one of the world's leading token marketplaces. SeedInvest is the largest equity crowdfunding platform in the United States, as well as a licensed broker-dealer.Check us out at circle.com ( http://circle.com/ ) and download Circle Pay & Circle Invest for iOS and Android today.We are an equal opportunity employer and value diversity at Circle. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
42,9,"

        Fidelity Investments",11 days ago,https://www.indeed.com/rc/clk?jk=1076a4fd9f7723b0&fccid=deb234f9dd3edcea&vjs=3,"Westlake, TX 76262",,"
            Provide thought leadership on risk mitigation strategies for Bitcoin, Ethereum and other Blockchain platforms....","
Vice President Information Security Officer (Digital Currenc...
","Information Security officer, Enterprise Cybersecurity Organization. The Information security officer is a critical role responsible managing & monitoring Information security practices in a business unit working with CIO & the management team, focusing on crypto-currency and digital asset security.



 As part of the Enterprise Cyber Security, Governance, Controls & Business Engagement team, the, Business Information Security Officer (ISO) implements, manages, maintains, and monitors cyber security policy and programs for an assigned business unit. The role can be based in Westlake, Texas or Durham, North Carolina.



 The Expertise You Have
• None Development experience with either Bitcoin or Ethereum in C++, JavaScript, and Python (Go or Rust a plus)
• None Development experience on private blockchain platforms like Hyperledger Fabric, and Corda
• None An adversarial mindset: be just as able to break code as write it
• None Expertise with cyber security programs, network and computing infrastructure, cloud architectures and implementations
• None Provide thought leadership on risk mitigation strategies for Bitcoin, Ethereum and other Blockchain platforms
• None Experience with cryptographic key ceremonies, and appropriate security controls
• None Ability to analyze crypto-currency wallet software in C++, JavaScript, and Python, and smart contracts on Ethereum in Solidity to find vulnerabilities
• None Understanding of Bitcoin and Ethereum blockchain platforms and the ability to communicate specific business, technology, and cyber security requirements to all levels of the organization
• None Articulate fact-based view regarding threats and risks in cryptocurrency and provide application security advice and guidance
• None Demonstrated knowledge of network, application, platform and database technologies and strong knowledge Infrastructure related processes and controls

The Value You Deliver
• Be accountable to the Business, CIO and Risk & Compliance – and ECS CISO
• Establishes priority for technical risk mitigation for crypto-currency and digital asset custody
• Monitor service levels established for common services performed by ECS, reviews regularly with business teams
• Support IT Risk function on regulatory, client or other examinations, audits or controls assessments
• Stay current on crypto-currency ecosystem trends, technological developments, threats, vulnerabilities, and risk management strategies, and works with ECS and business teams to establish, design, and implement appropriate solutions accordingly.
• Assess and report on the overall effectiveness of the cyber security plans and processes.

At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. For information about working at Fidelity, visit Fidelitycareers.com"
43,10,"

        Deloitte",13 days ago,https://www.indeed.com/rc/clk?jk=29bd098d2c338800&fccid=9e215d88a6b33622&vjs=3,"Washington, DC 20003 (Capitol Hill area)",,"
            Hyperledger, Ethereum, Bitcoin. Experience in writing smart contracts for blockchain frameworks such as Hyperledger Fabric and Ethereum....","
Blockchain Architect
","Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace? Are you interested in leveraging your analytical skills and strategic ideas to improve mission execution? If so, Deloitte could be the place for you! Our Federal Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most complex business problems. Join our team, and play a key role in helping to design our clients’ roadmap to the future and help transform the Federal marketplace. 

 

 As a Blockchain Architect within our Analytics team, you will:
• None Perform project tasks independently, and may direct the efforts of others
• None Participate in and/or lead the development of deliverable content that meets the needs of the client and contract
• None Anticipate client needs and formulate solutions to client issues
• None Contribute to new business proposals and proposal development
• None Manages own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experiences

In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.

The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.

Analytics & Cognitive will work with our clients to:
• None Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
• None Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
• None Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals."
44,0,"

        CyberCoders",1 day ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4epZMf2rqWy1NftZuaZ6NfN2EE2x3H9JzQrKnLXeyf2KzL6j6ia0g4Xv0T2Ed_skqSs_sP1CjjL6axUUGL2UVTkQJ-Zhb2dBim1oBr5qS5L4P4ncsWZD_lGza-WwTduK9kDkurhFqgT0xjdC0x2ZEQSnrSZaJbm4TWOXnP7VsPeu69kgza3wyrPUmlc0bn9Bxvg4Jl2B6-FFnsl6yagUO_JSTi14h87LdYH-AiKO5i50ah3f6-CPXd7uOgKkbaD5TyCmIJJZwKunf1qClyn06GYwCvJ1yATH7A0-1-C0lfOnfOZ9H5M3EN4ERIIBmJVDO9tNpIlRp8i_NduLIYDQwu1PYcDCF-mj8Z0AyHOAgjeW9lxpRTtjJLMkngneVNumhg6ewrqw2eon699TJH-hidQ4qonyhoRK9boQ2iEaL7t5AmFFAUNgKy5vR4S-xhtyADSUa-BowdLNEe9zJ8Bj5AUjGAuexfjntHMQvNwoj69S1pI9m6zp9GfO4wmpFQ3PaJ2RxlCzaiFJ3IMU_XLKqdaSZ3aawxHK3tN8aqbn3TueZyXca0gsyYgIFsFb-DpQWPRi5UYYSBlg2ACj-wf0c-bM8uMk06X7dieCewXVEl-1NLdB5r-DFDXg=&vjs=3&p=3&sk=&fvj=0,"Pasadena, CA 91101","
                $160,000 - $200,000 a year","
Ethereum Developer - 100% REMOTE. This is a brand new opening for an Ethereum expert! So, if you are a Ethereum Developer - 100% REMOTE with experience, please...",Ethereum Developer - 100% REMOTE,"We are a fully funded blockchain startup that's looking to change the way that financial corporations communicate. Because of our recent influx of clients, we are looking to expand our development team. We currently have a team of about 50 employees based in Los Angeles - several engineers already work fully remote and we have all the tools for you to do so.

 

 This is a brand new opening for an Ethereum expert! We are hoping you have at least 5+ years of professional development experience on AWS, and at least one year of working professionally with Ethereum.

 

 If you're looking for the flexibility to work from home, apply today!

What You Need for this Position

What's In It for You

So, if you are a Ethereum Developer - 100% REMOTE with experience, please apply today!

Applicants must be authorized to work in the U.S.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
45,1,"

        Consensys",12 days ago,https://www.indeed.com/rc/clk?jk=be04380e59fd879f&fccid=c3c98aa2beea188e&vjs=3,"Raleigh, NC",,"
            ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world....","
Sr. BlockChain Protocol Engineer - Kaleido
","
• Strong back-end development experience using one of GO, Rust or Java
• Hands on experience in basic cryptography such as digital signature, encryption based on asymmetric or symmetric keys, key agreement
• Being able to explain consensus algorithms like Raft or Paxos, PBFT
• Excellent communicator who works well in extremely fast-paced team environments
• Thrives in chaos and is comfortable with the uncertainty and the rapid change of R&D projects
• Self-starter who can define and execute tasks with minimal guidance
• Knowledge in advanced cryptography a big plus such as group signature, zero knowledge proofs

Kaleido is a rapidly growing start-up aiming to make blockchain radically simple for organizations to adopt so that our societies will fully benefit from decentralized models and technologies. Kaleido, A ConsenSys Business, has partnered with Amazon Web Services to offer it's Blockchain Business Cloud -- the first all-in-one SaaS platform built for Enterprise Blockchain. It dramatically accelerates and simplifies private blockchain network creation and operation with click-button simplicity saving organizations months and millions in the process.Kaleido is set apart by its collaborative culture focused on putting people first and that's manifested in how we interact with each other, how we build products and solutions, and how we deliver them to our customers.We move fast, put real product in customers' hands, and iterate and learn as we move towards scale. This will allow you to make an immediate, high impact within a dedicated, and nimble team.Blockchain is a rapidly developing technology and we're excited to be one of the first pioneers in the field. Our team comes with deep technical experience and a dedication to our mission, but we still like to have fun and take full advantage of our startup environment by playing ping pong and foosball during breaks, enjoying a beer from the tap after work, team outings and more. Our team, based in urban startup hub Raleigh, NC., is continually growing and looking for more like-minded individuals. Find out more at https://kaleido.io ( https://kaleido.io )Kaleido is incubated by ConsenSys, a venture production studio and the leading technology firm in blockchain globally. ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world. The ConsenSys mission is to use the decentralized solutions from its projects to fundamentally reshape the economic, social, and political operating systems of the planet.We're looking for a Sr. Blockchain Protocol Engineer - to join our agile development team focused on the deep blockchain layer. As active participants in the Enterprise Ethereum Alliance (EEA) and contributors to multiple open source projects (Quorum, Hyperledger Fabric), our protocol team is at the forefront of Enterprise adoption of blockchain technology. In addition to solving the challenge of running and scaling permissioned blockchain networks in mission-critical Enterprise use cases, this role is also working with open source communities around data privacy, cross-chain interoperability, using technique such as zero knowledge proofs and state channels. Blockchain is a rapidly evolving technology area that has attracted a lot of brilliant minds around the world both in academia and industry. This role will be on the bleeding edge of this exciting movement.A successful candidate will have opportunities to research and develop innovative approaches to some of the most challenging problems in software such as advanced cryptography and distributed systems.NICE TO HAVEKaleido is proud to be an equal opportunity employer and deeply values diversity. We strive to create an inclusive environment for the diverse cultures, perspectives, and experiences in our workforce."
46,2,"
        Coin Metrics",9 days ago,https://www.indeed.com/company/Coin-Metrics/jobs/Senior-a12aadc80be10c27?fccid=b4138f5cf9e22595&vjs=3,"Cambridge, MA 02142 (East Cambridge area)",,"
            Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public...","
Senior / Lead Back End Developer
","Coin Metrics is a leading venture-backed provider of transparent and actionable crypto asset market and network data. We deliver mature data across multiple formats to various industry stakeholders including financial enterprises, funds, media and research outlets, and data/application providers. Coin Metrics’ data empowers its clients and the public to better understand, value, use, and ultimately steward public crypto networks

Coin Metrics is recruiting two (2) Senior / Lead Back End Developer to work on our back end systems including cloud-based servers, databases, and APIs. Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public cryptocurrency blockchains like Bitcoin and Ethereum and other crypto networks. You will be surrounded by talented people passionate about decentralized economies and the data behind them. Break new ground, create exciting new data-driven research and products, and help shape future economies.

Title and responsibilities will be commensurate with experience but may include the following:
• Work to enhance the scalability, availability, and reliability of our back end systems including cloud-based servers, databases, and APIs
• Write integration and unit tests and participate in code reviews
• Design, document, and implement infrastructure and design plans with clear decision-making and rationale
• Coordinate and communicate with technical and non-technical peers
• Work with data scientists to develop and implement automated data testing processes or programs
• Work with Dev Ops to develop and align monitoring systems and processes to ensure uptime and availability of back end system
• Bachelor’s degree in Computer Science or a related field, or relevant work experience
• Advanced knowledge of at least one mainstream statically typed programming language (Java, C#, C++, Go etc.)
• Strong sense of ownership, entrepreneurial spirit, and/or startup-like experience, capable of driving towards solutions independently while seeking feedback when appropriate
• Required: strong attention to detail with capability to write tests
• Advanced degree in Computer Science or a related field, or relevant work experience
• At least 2 years in a senior or lead development role
• Knowledge of blockchain and related networks and their data structures
• Experience with financial market data, market data feeds (e.g. FIX protocol) and related products and back end systems"
47,3,"

        Amazon Web Services, Inc.",19 days ago,https://www.indeed.com/rc/clk?jk=099f7802f1013915&fccid=fe2d21eef233e94a&vjs=3,"New York, NY",,"
            You must have a strong technical knowledge of existing blockchain protocols and platforms, such as Sawtooth, DokChain, Ethereum, Eris, and Blockstock....","
Blockchain Partner Solutions Architect
","
• Demonstrated ability to think strategically about business, product, and technical challenges

AWS is one of Amazon’s fastest growing businesses, servicing millions of customers all over the world, reshaping the way global enterprises consume information technology, and powering the developers who are building the next generation of global industry leaders. AWS customers include some of the most innovative startups like Netflix, Airbnb and Instagram, as well as some of the largest global enterprises like Shell, Unilever, Hitachi, Sharp, and Samsung.AWS is looking for Solutions Architects to build an ecosystem of partners with software or consulting practices for blockchain solutions. This is a hands-on, highly technical position for someone who can dive deep, build complex, AWS-optimized architectures, and develop a long-term strategy with AWS business development and service teams.You must have a strong technical knowledge of existing blockchain protocols and platforms, such as Sawtooth, DokChain, Ethereum, Eris, and Blockstock. Ideally, we're looking for someone who has experience building solutions for customers in verticals that are exploring blockchain uses such as healthcare, finance and energy. Strong networking skills are required, and enterprise software engineering skills are preferred. Hands-on AWS experience is not required; however, you must have a deep working knowledge of virtualized infrastructure platforms.Candidates must have great communication skills and be very technical, with the ability to impress AWS customers at any level, from executive to developer. You will get the opportunity to work directly with senior engineers at both top software vendors and AWS service teams, influencing their roadmaps and driving innovation.This position can be based in New York, Northern Virginia or the San Francisco Bay Area.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.aws-partners-na"
48,4,"
        Symbol, Inc.",19 days ago,"https://www.indeed.com/company/Symbol,-Inc./jobs/Lead-Blockchain-Developer-2f99056864f9a643?fccid=568df11925778225&vjs=3","New York, NY","
                $100,000 a year","
            Familiarity with most famous blockchain networks Ethereum, Komodo, Tezos. 2+ years of software development experience, preferably in the FinTech industry....","
Lead Blockchain Developer
","
• 2+ years of software development experience, preferably in the FinTech industry
• Strong knowledge of blockchain technology such as decentralization, blocks and cryptographic protocols

Salary up to 100kwith a substantial amount of equity. Lower salary means more equity.

Indeed Hire and Symbol, Inc are working together to find the best candidate for this job.

By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application."
49,5,"

        JP Morgan Chase",17 days ago,https://www.indeed.com/rc/clk?jk=0d6883abbea82bc5&fccid=c46d0116f6e69eae&vjs=3,"New York, NY 10179 (Midtown area)",,"
            Lead the industry’s adoption of this technology by targeted and active participation in key industry forums (e.g., Enterprise Ethereum Alliance, Hyperledger...","
CIB--Blockchain- Product Manager- Associate - New York
","J.P. Morgan’s Corporate & Investment Bank (CIB) is a global leader in Banking. The world’s corporations, governments and institutions entrust us with their business in more than 100 countries. The Corporate & Investment Bank supports our clients around the world providing strategic advice, raising capital and managing risk.



 Who we are

The Blockchain Center of Excellence (BCOE) leads and coordinates all blockchain and distributed ledger-related activities within the Corporate and Investment Bank, which have grown to include a dedicated technology team, key partnerships with leading blockchain technology providers, and active participation in industry forums. Additionally, the BCOE oversees both selection and execution of internal and external use cases to test and deploy distributed ledger technology. The BCOE represents our commitment to exploring and deploying distributed ledger technology, and since its foundation we have positioned J.P. Morgan as a leader in this field.

As we scale our efforts and activities in this area, the BCOE’s mandate has grown to include:
• Developing and executing a comprehensive distributed ledger technology strategy for the Corporate and Investment Bank
• Developing the in-house view on potential applications and impact of distributed ledger technology across all of our businesses
• Partnering with our businesses and their leadership teams to identify and develop high-potential use cases and technology applications, and oversee the development and execution of these use cases
• Lead the industry’s adoption of this technology by targeted and active participation in key industry forums (e.g., Enterprise Ethereum Alliance, Hyperledger Project), and building relationships with other industry participants (e.g., Dealers, Buy-Side firms, CCPs)
• Work with industry regulators and organizations to ensure regulatory and legal considerations are considered and addressed when driving industry adoption

We are looking for outstanding product and delivery managers. You will own the product from conception to delivery, working alongside other members of our group. You will bridge the technical and business worlds, ensuring we are building the right products for the right clients in the right time. You will work with senior business leaders, external blockchain technology and service providers, and internal engineering teams to define, develop, and deliver distributed ledger solutions within JPMorgan.
• None You have worked in a Product, FO, MO, BO, or Legal/Regulatory role in Capital Markets, Treasury Services, Custody & Fund Services, or Prime Brokerage or at a minimum have experience working directly with counterparts in these areas. As a result, you have a strong understanding of what the relevant business drivers, processes and functions for a given business line are, and can leverage that knowledge in order to help shape the future state of J.P. Morgan Corporate & Investment Bank’s businesses. Specific experience in some combination of payments, trade finance, liquidity & financing, loans, securities, custody, fund services, prime brokerage, and derivatives is ideal.
• None You have experience in delivering software solutions, from concept through to demonstrable product.
• None You are execution focused, action-oriented and pay attention to detail. You excel at driving projects through to delivery.
• None You have strong verbal and written presentation skills – converting ideas into well-articulated, visually impactful presentations is your thing! PowerPoint is your friend.
• None You are able to act independently and take initiative but work equally well within a dynamic and fast paced team environment.
• None You have a passion for blockchain technology & capital markets, and are driven by transforming existing structures and market practices in order to provide better services and experiences to our clients.
• None You are intellectually curious, see things differently, and challenge the status quo. Innovation & disruption are the filters through which you see the world.
• None You are a strategic thinker, able to conceptualize the bigger picture and connect the dots across business areas to ensure we develop holistic solutions.
• None You are comfortable with presenting ideas to senior management & clients and are excited to work with vendors and startups in the blockchain community.
• None Ideally you have a solid understanding of distributed ledger technology and related applications to institutional banking, including a technical understanding of cryptocurrency technology fundamentals and how they are / are not relevant to private distributed ledger implementations.
• None You care about disruptive technologies and have opinions on the future of finance/the markets and how to improve upon our existing financial infrastructure. No matter your background, you are eager to roll up your sleeves and build things. In the end, what matters to us is that when something needs to get done, people usually come to you."
50,6,"
        Brooklyn Risk Advisors",19 days ago,https://www.indeed.com/rc/clk?jk=eded4d3021673b68&fccid=00ee4dd051793a1d&vjs=3,"New York, NY",,"
            Practical understanding of Blockchain and Distributed Ledger technologies, including familiarity with Ethereum, Hyperledger, and Bitcoin....","
Hyperledger Architect
","We are seeking an exceptional Hyperledger Architect to help us design the next generation of digital infrastructures. Candidates will be involved in designing and building blockchain systems that connect organizational departments and industries, automating server-less infrastructures, and redefining the way modern businesses and entreprises operate.

Responsibilities include, but are not limited to:
• Collaborate with our team to define architecture and best practices
• Document best practices and act as a knowledgeable resource for Blockchain engineering problem solving
• Practical understanding of Blockchain and Distributed Ledger technologies, including familiarity with Ethereum, Hyperledger, and Bitcoin
• Experience building applications with one of the following languages: Python, Golang, Rust
• Enthusiam for working in a space full of unknown unkowns, pivoting as needed, and being comfortable not knowing the end state
• Self-starter with the ability to work with minimal supervision"
51,7,"

        IBM",18 days ago,https://www.indeed.com/rc/clk?jk=4062e60c0d7b7cfd&fccid=de71a49b535e21cb&vjs=3,"Washington, DC 20001 (Shaw area)",,"
            At least 1 year of experience managing or developing Blockchain Technology applications or proof-of-concepts (POCs) using Hyperledger Fabric, Ethereum Solidity,...","
Blockchain Leader - IBM Public Sector
","Bottom line? We outthink ordinary. Discover what you can do at IBM.

 

 Do you have experience working with Blockchain technology? Have you considered using your experience in Financial Markets or other areas to make a difference working with our Federal and State and Local clients? Are you self-motivated and enjoy creating opportunities and leading teams? IBM Global Business Services is looking for experienced blockchain consultants with experience in Public Sector, Supply Chain, or Financial Markets and leading Blockchain technology platforms to join our innovative Blockchain practice!

 

 Responsibilities include:
• Working directly with industry teams and leaders throughout Public Sector (Federal Government and State/Local/Higher Education entities) to market and implement Blockchain based solutions.
• Contributing to pre-sales activities for Blockchain business opportunities and develop architected solutions for proposals
• Developing and delivering business strategy and implementation plans as well as assisting in designing complex Distributed Ledger/Blockchain technology applications
• Building Client Relationships and providing leadership and project management support for existing PoCs and converting opportunities to move into production pilots
• Assisting Public Sector Blockchain Leader in overall practice management, planning, and strategy IBM Global Business Services (GBS) is a team of business, strategy and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries.Bottom line? We outthink ordinary. Discover what you can do at IBM.Do you have experience working with Blockchain technology? Have you considered using your experience in Financial Markets or other areas to make a difference working with our Federal and State and Local clients? Are you self-motivated and enjoy creating opportunities and leading teams? IBM Global Business Services is looking for experienced blockchain consultants with experience in Public Sector, Supply Chain, or Financial Markets and leading Blockchain technology platforms to join our innovative Blockchain practice!Responsibilities include:
• Finding the dream job at IBM: navigating our company with the potential for many careers by channeling an employee’s strengths and career aspirations
• At least 1 year of experience managing or developing Blockchain Technology applications or proof-of-concepts (POCs) using Hyperledger Fabric, Ethereum Solidity, or other proprietary language or APIs.
• At least 3 years of experience in presales activities such as proposal writing, demonstrations and client presentations.
• At least 3 years of experience managing or architecting solutions in financial services or supply chain/asset management.
• At least 3 years of experience managing, architecting, or developing applications using cloud based platforms/micro-services for capital markets/investment banking and/or supply chain/asset management.
• At least 5 years of experience working for a management consulting company or a leading bank or insurance firm.
• At least 6 months of experience in Smart Contracts and Consensus Algorithms and developing Blockchain applications or proof-of-concepts (POCs) using Hyperledger Fabric (preferred), Ethereum Solidity or other proprietary language and APIs.
• Public Sector experience with a good understanding of Federal and SLED (State & Local and Higher Education) clients and their challenges and where blockchain may perform a role.
• Experience in SCRUM or other rapid Agile prototyping.

Health Insurance. Paid time off. Corporate Holidays. Sick leave. Family planning. Financial Guidance. Competitive 401K. Training and Learning. We continue to expand our benefits and programs, offering some of the best support, guidance and coverage for a diverse employee population.Our goal is to be essential to the world, which starts with our people. Company wide we kicked off an internal talent strategy program called Go Organic. At our core, we are committed to believing and investing in our workforce through:In 2015, Go Organic filled approximately 50% of our open positions with internal talent that were promoted into the role.With an employee population of 375,000 in over 170 countries, amazingly we connect, collaborate, and care. IBMers drive a corporate culture of shared responsibility. We love grand challenges and everyday improvements for our company and for the world. We care about each other, our clients, and the communities we live, work, and play in!IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
52,8,"

        Consensys",14 days ago,https://www.indeed.com/rc/clk?jk=a805a168420f59c1&fccid=c3c98aa2beea188e&vjs=3,"New York, NY",,"
            Blockchain / Ethereum experience a strong plus. ConsenSys is a venture production studio and the leading technology firm in blockchain globally....","
DevOps Engineer
","
• A deep and abiding love of Linux. Or a respectful hatred for it. Either way, you'll need to be extremely comfortable in the Linux shell of your preference.
• Ability to analyze and optimize performance in high-traffic internet applications
• A constant desire to improve, learn more, and take things higher
• Strong communication and documentation skills as well as proven ability to work within a team
• A familiarity with a wide variety of software development methodologies, tools, languages, and approaches
• At least two years operations engineering experience, a large portion of which in a team environment
• Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience
• Solid competency with SQL (ideally in a federated database environment, MySQL a plus) and browser technologies
• Prior experience with or knowledge of large scale, high volume systems
• The forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society.
• A dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralization.
• Continuous learning. You'll be constantly exposed to new languages, frameworks and ideas from your peers and as you work on different projects -- challenging you to stay at the top of your game.
• Deep technical challenges. This entire ecosystem is about 10 years old. Ethereum itself is still a toddler. There is much work to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scale.

ConsenSys is a venture production studio and the leading technology firm in blockchain globally. We deliver products, solutions and platforms built using blockchain technology to transform how business is done in complex network of buyers, suppliers and consumers.Our teams are busy at work building the future of identity, financial markets, commerce, the music industry, security, and infrastructure, and more. To accomplish this we've built out a flat organizational structure which we call the ConsenSys Mesh: a network of individuals & teams working autonomously and towards the same goal. Our mission is to use these decentralized solutions to fundamentally reshape the economic, social, and political operating systems of the planet. If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.The INFURA spoke is building and developing an infrastructure platform for the rapidly growing decentralized web.Use your extensive knowledge of Linux and your desire to make everything 'just work' to keep a complex, high-volume web app running optimally.From tracking statistics and managing alerts to deploying new hosts and debugging intricate production issues, this role requires managing a large and varied infrastructure as it grows. The position also includes building out the appropriate tools to make your own job easier, planning for future platform growth and anything else that comes up.Bonus PointsHere are some of the perks of being part of a unique organization like ConsenSys:Click here ( http://bit.ly/2J0PwfB ) for the latest updates from ConsenSys."
